JHG1,JHG2,JHG3,JHG4,JHG,CENTRE,JHGBIS,AUTO,AUTOBIS,AUTOTRIS,VOTESA,VOTEIND,VOTECH,VOTEQ,VICTOIRE,VOTEHYP1,VOTEHYP2,SEXE,AGE,SCOL,LANGUE,TRAV,PROF,REV,CODE,RELIGION,QUEBEC,IDENT,IDENTP,ESTIME,IDEOLOGI,MONDE,FRANCAIS,COMP,SPIRALE,UTILE,CHOMAGE,PROXPLQ,PROXPQ,PROXADQ,PROXRAP,POLITIS,PRESENT,PESSIMI,POLITIQU,ORIENT,PRESENCE,PARTICIP,PATRIMOI,POIDS,Q1,Q2A,Q2B,Q2C,Q2D,Q3,Q4A,Q4B,Q4C,Q4D,Q5A,Q5B,Q5C,Q6A,Q6B,Q6C,Q7A,Q7B,Q7C,Q8A,Q8B,Q8C,Q9A,Q9B,Q9C,Q10A,Q10B,Q10C,Q11,Q11R,Q12,Q13A,Q13B,Q13C,Q13D,Q13E,Q13F,Q13G,Q13H,Q14A,Q14B,Q14C,Q14D,Q14E,Q15,Q16,Q17,Q18,Q19A1,Q19A2,Q19A3,Q19A4,Q19A5,Q19A6,Q19A7,Q19A8,Q19B1,Q19B2,Q19B3,Q19B4,Q19B5,Q19B6,Q19B7,Q19B8,Q19C1,Q19C2,Q19C3,Q19C4,Q19C5,Q19C6,Q19C7,Q19C8,Q20A,Q20B,Q20C,Q20D,Q20E,Q21A,Q21B,Q21C,Q21D,Q22A,Q22B,Q22C,Q22D,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31A,Q31B,Q31C,Q31D,Q31E,Q31F,Q31G,Q31H,Q32A,Q32B,Q32C,Q32D,Q33A1,Q33A2,Q33A3,Q33B1,Q33B2,Q33B3,Q33C1,Q33C2,Q33C3,Q34A,Q34B,Q34C,Q34D,Q34E,Q34F,Q34G,Q34H,Q34I,Q35A,Q35B,Q36,Q37,Q38A,Q38B,Q38C,Q38D,Q39,Q40,Q41,Q42,Q43,Q44A,Q44B,Q44C,Q44D,Q44E,Q44F,Q44G1,Q44G2,Q45,Q46,Q47,Q48,Q49,Q50,Q51,Q52,Q53,Q54A,Q54B,Q55A,Q55B,Q55C,Q55D,Q55E,Q56,Q57,Q58,Q59,Q60,Q61,Q62,Q63A,Q63B,Q63C,Q63D,Q63E,Q63F,Q66A,Q66B,Q66C,Q66D1,Q66D2,Q66E,Q67,Q68A,Q68B,Q69,SEGMENT,Q57R,STR,NPERS3,GRAP,REGION,SEQUENCE,GRAPPE,CARTE,INTERV,TIME3,NPERS1,NPERS2,POSTAL,SEXEA,STATUT,TELPREN,TELREGN,TELSUFN,FILTER_$,NEURO2,ZONE,WTC
NON-1,NON-2,NON-3,NON-4,0-OUI,NCENTRE,,,,,,,,PLQ,,,,HOMME,65+,PRIM,FRA,TPARTIEL,OUVRIER,15000,418,,,,,,,,,,,,,,,,,,PIRE,,,,,,,0.9179749815163847,Moins bien,T-à-f accord,T-à-f désaccord,Plutôt désaccord,Plutôt désaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Non,Oui,Non,Oui,Oui,Change parti,62.0,Primaire,Francais,Temps partiel,Ouvrier spécialisé,"10000-19,999",,,,,,,,,,,,,,,,,Non-centristes,6.0,2240.0,1.0,2.389175257732053,Bas-St-Laurent,10033.0,2.0,0.0,70.0,010430691011,2.0,1.0,G0J1B0,M,52.0,629.0,418.0,5619.0,Selected,PLQ,Centre du Qc,Avant
NON-1,NON-2,OUI-3,OUI-4,2-OUI,CENTRE,2-OUI,S05,AUTOC,CENTR,OUI-SA,NON-IND,PROV,PQ,VNON,OO-SA,NO-IND,HOMME,25-34,SEC,FRA,TPARTIEL,MANOEUV,25000,418,REL+,PROVINCE,CANADIEN,IDENT++,EST++,CD,MOND=,FRA=,COMP+,SPIR+,UTILE,CHOM=,PLQ=,PQ-,ADQ-,RAP-,POL+,PIRE,PESS=,POS,QUE+,INT+,12.0,11.0,0.9179749815163847,Moins bien,Plutôt accord,Plutôt désaccord,T-à-f accord,T-à-f accord,Télévision,Rarement,Rarement,Rarement,Rarement,Très souvent,Rarement,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Rarement,Rarement,Très souvent,95.3________,Société Radio-Canada (FM),Oui,Peu,Assez,Peu,Assez,Assez,Assez,Assez,Peu,Rarement,Rarement,Rarement,Rarement,Assez souvent,Écouter opinion,Plutôt désaccord,Province,Canadien,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f désaccord,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,Pas très bien,Assez important,Utile,Un peu,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Non,Non,Non,Oui,Non,Plus ou moins,Éloigné,Éloigné,Éloigné,Peu différences,Peu différences,Peu différences,,Assez grandes,,Peu différences,,,Ottawa,Québec,Québec,Ottawa,Québec,Québec,Ottawa,Ottawa,Ottawa,,Québec,Jeunes,Gouv. québécois,T-à-f accord,T-à-f désaccord,Plutôt désaccord,Plutôt désaccord,Bonne,Baisser impots,Baisser impots,Plutôt insatisfait,,Assez important,Assez important,Assez important,Assez important,Assez important,Assez important,Assez important,Assez important,Plus ou moins,Compensations,S05,Oui,,Non,Oui,Province,Contre,PQ,,Oui,Non,Oui,Non,Non,Même parti,33.0,Secondaire,Francais,Temps partiel,Manoeuvre,20000-29999,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Quelques fois/mois,Assez,Assez,,Centristes,2.0,2240.0,1.0,2.389175257732053,Bas-St-Laurent,10046.0,1.0,0.0,80.0,  043006,2.0,1.0,G0J3E0,M,51.0,224.0,418.0,3356.0,Selected,PQ,Centre du Qc,Avant
NON-1,NON-2,NON-3,NON-4,0-OUI,NCENTRE,,,,,,,,AUTQ,,,,FEMME,45-54,CEGEP,FRA,MAISON,,,418,,,,,,,,,,,,,,,,,,PIRE,,,,,,,0.6644400098702433,Moins bien,T-à-f accord,Plutôt désaccord,T-à-f désaccord,T-à-f désaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Annule,Autre,,,,,,,44.0,Collégial,Francais,Soins maison,,,,,,,,,,,,,,,,,,,Non-centristes,4.0,2240.0,1.0,1.7293103448270082,Bas-St-Laurent,10059.0,1.0,0.0,100.0,  0571201011,2.0,1.0,G0L2Z0,F,52.0,249.0,418.0,4270.0,Selected,PLQ,Centre du Qc,Avant
NON-1,OUI-2,OUI-3,OUI-4,3-OUI,CENTRE,3-OUI,S10,AUTOSS,SOUV,OUI-SA,OUI-IND,PAYS,PQ,VOUI,OO-SA,OO-IND,FEMME,35-44,CEGEP,FRA,MAISON,,5000,418,REL++,NATION,QUEBECOIS,IDENT++,EST++,CG,MOND=,FRA--,COMP++,SPIR++,UTILE,CHOM=,PLQ-,PQ-,ADQ-,RAP-,POL++,MIEUX,PESS++,POS+,QUE++,INT++,12.0,11.0,0.6644400098702433,Mieux,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,Télévision,Assez souvent,Assez souvent,Rarement,Rarement,Très souvent,Très souvent,Assez souvent,Jamais,Jamais,Jamais,Assez souvent,Assez souvent,Assez souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Rarement,Jamais,Rarement,102.9_______,Autres FM,Oui,Pas-du-tout,Pas-du-tout,Pas-du-tout,Assez,Beaucoup,Beaucoup,Assez,Assez,Très souvent,Très souvent,Rarement,Assez souvent,Jamais,Finir conversation,T-à-f désaccord,Nation,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f désaccord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Assez bien,Assez important,Utile,Un peu,Restée la même,Restée la même,Va se détériorer,Va se détériorer,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Éloigné,Éloigné,Éloigné,Éloigné,Assez grandes,Assez grandes,Assez grandes,Très grandes,Assez grandes,Assez grandes,Très grandes,Très grandes,Très grandes,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Québec,Ottawa,Québec,Femmes,Gouv. québécois,T-à-f désaccord,Plutôt accord,Plutôt accord,T-à-f désaccord,Très bonne,Rembourser dette,Rembourser dette,T-à-f satisfait,Personne,Assez important,Assez important,Très important,Très important,Peu important,Très important,Très important,Très important,T-à-f suffisant,En appeler peuple,S10,Oui,,Oui,,Pays,Pour,PQ,,Non,Non,Non,Oui,Oui,Change parti,38.0,Collégial,Francais,Soins maison,,Moins de 10000$,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Une fois/sem,Beaucoup,Beaucoup,,Centristes,3.0,2240.0,1.0,1.7293103448270082,Bas-St-Laurent,10060.0,1.0,0.0,90.0,  057269,2.0,1.0,G0K1E0,F,51.0,739.0,418.0,5346.0,Selected,PQ,Centre du Qc,Avant
NON-1,OUI-2,OUI-3,OUI-4,3-OUI,CENTRE,3-OUI,S10,AUTOSS,SOUV,OUI-SA,OUI-IND,PAYS,PQ,VNON,OO-SA,OO-IND,FEMME,35-44,PRIM,FRA,MAISON,,5000,418,REL-,PEUPLE,QUEBECOIS,IDENT+,EST=,,,FRA--,COMP-,SPIR-,UTILE,CHOM=,PLQ-,PQ-,ADQ-,RAP-,POL--,EGAL,PESS+,,OTT+,INT++,11.0,11.0,0.6644400098702433,Aussi bien,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,,Rarement,Très souvent,Jamais,Jamais,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Très souvent,Jamais,Très souvent,CKFM________,Radio Énergie (FM),Oui,Pas-du-tout,Peu,Pas-du-tout,Assez,Assez,Assez,Peu,Peu,Rarement,Jamais,Jamais,Jamais,Jamais,Exprimer opinion,Plutôt accord,Peuple,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,Plutôt accord,Plutôt accord,T-à-f accord,Plutôt accord,Plutôt désaccord,T-à-f désaccord,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,,,Plutôt accord,Plutôt accord,,Assez bien,Assez important,Utile,Un peu,Détériorée,Améliorée,Va se détériorer,Va rester la même,,Oui,Non,Non,Oui,Non,Oui,Non,Éloigné,Éloigné,Éloigné,Éloigné,Peu différences,Peu différences,Peu différences,P-d-t différences,,,Très grandes,,Assez grandes,Ottawa,Québec,Ottawa,Les deux également,Québec,Québec,Québec,Québec,Les deux également,,Les deux également,,Gr. communautaires,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt accord,Bonne,Programmes sociaux,Programmes sociaux,Plutôt satisfait,Plus riches,Assez important,Très important,Assez important,Très important,Assez important,Très important,Très important,Très important,T-à-f suffisant,En appeler peuple,S10,Oui,,Oui,,Pays,Contre,PQ,,Non,Oui,Non,Non,Non,Même parti,37.0,Primaire,Francais,Soins maison,,Moins de 10000$,Oui,Non,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Jamais,Assez,Assez,,Centristes,3.0,2240.0,1.0,1.7293103448270082,Bas-St-Laurent,10063.0,1.0,0.0,90.0,  043118,2.0,1.0,G0J1P0,F,51.0,776.0,418.0,2215.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PQ,,,,FEMME,65+,SEC,FRA,RETRAITE,,25000,418,,,,,,,,,,,,,,,,,,EGAL,,,,,,,0.6644400098702433,Aussi bien,Plutôt désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQ,,Non,Oui,Non,Oui,Oui,Même parti,55.0,Secondaire,Francais,Retraité,,20000-29999,,,,,,,,,,,,,,,,,Non-centristes,6.0,2240.0,1.0,1.7293103448270082,Bas-St-Laurent,10064.0,1.0,0.0,80.0,  0431571011,2.0,1.0,G4W2S8,F,52.0,562.0,418.0,4745.0,Selected,PQ,Centre du Qc,Avant
,OUI-2,OUI-3,,,,,S05,AUTOC,CENTR,OUI-SA,OUI-IND,,,,OO-SA,OO-IND,FEMME,25-34,UNIV,FRA,TPARTIEL,PROFESS,15000,819,REL--,PROVINCE,QUEBECOIS,IDENT--,EST=,,,,COMP-,SPIR-,UTILE,CHOM+,PLQ=,PQ=,ADQ=,RAP=,POL-,EGAL,PESS=,POS,QUE++,,11.0,11.0,0.6644400098702433,Aussi bien,,Plutôt accord,Plutôt accord,,Télévision,Rarement,Assez souvent,Rarement,Assez souvent,Très souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Assez souvent,Jamais,Très souvent,CJMV________,Radio Énergie (FM),Non,Peu,Assez,Assez,Assez,Assez,Peu,Assez,Peu,Rarement,Jamais,Rarement,Jamais,Jamais,Exprimer opinion,Plutôt accord,Province,Québécois,,,,,,,,,,,,,,,,,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt désaccord,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt désaccord,Plutôt accord,Plutôt désaccord,Plutôt accord,,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt accord,,,Plutôt accord,,,Assez bien,Assez important,Utile,Beaucoup,Restée la même,Restée la même,Va rester la même,Va rester la même,Non,Oui,Non,Non,Oui,Non,Oui,Oui,Plus ou moins,Plus ou moins,Plus ou moins,Plus ou moins,,,,,,,,,,Québec,Québec,Québec,Québec,Québec,Les deux également,Les deux également,Les deux également,Les deux également,Ottawa,,Défavorisés,Gouv. québécois,,,,,Bonne,Rembourser dette,Programmes sociaux,Plutôt satisfait,,Assez important,Assez important,,,Assez important,Assez important,,,Plus ou moins,,S05,Oui,,Oui,,,,Nsp,,,,,,,Change parti,26.0,Universitaire,Francais,Temps partiel,Professionnel,"10000-19,999",Non,Oui,Non,Non,Non,Non,Oui,Non,Non,Non,Non,Non,Jamais,Assez,Pas-du-tout,,Centristes,2.0,2240.0,1.0,1.7293103448270082,Bas-St-Laurent,10075.0,1.0,0.0,80.0,01043014,2.0,1.0,G0J2K0,F,51.0,732.0,819.0,272.0,Selected,PQ,Centre du Qc,Avant
NON-1,OUI-2,OUI-3,OUI-4,3-OUI,CENTRE,3-OUI,S09,AUTOS,SOUV,OUI-SA,OUI-IND,PROV,PQ,VNON,OO-SA,OO-IND,HOMME,55-64,CEGEP,FRA,TPLEIN,OUVRIER,35000,418,REL++,PAYS,QUEBECOIS,IDENT++,EST++,DD,MOND+,FRA++,COMP--,SPIR-,UTILE,CHOM=,PLQ-,PQ+,ADQ-,RAP-,POL--,PIRE,PESS+,NEG+,OTT+,INT+,9.0,9.0,0.9179749815163847,Moins bien,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,Télévision,Rarement,Rarement,Rarement,Assez souvent,Très souvent,Très souvent,Très souvent,Très souvent,Très souvent,Très souvent,Assez souvent,Assez souvent,Assez souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Assez souvent,Très souvent,Très souvent,CHRM________,Autres AM,Non,Pas-du-tout,Assez,Peu,Peu,Assez,Assez,Assez,Assez,Jamais,Jamais,Jamais,Jamais,Jamais,Exprimer opinion,T-à-f accord,Pays,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt accord,T-à-f accord,T-à-f désaccord,Plutôt accord,T-à-f mal,P-d-t important,Utile,Un peu,Restée la même,Restée la même,Va se détériorer,Va rester la même,Non,Oui,Non,Oui,Non,Oui,Oui,Oui,Éloigné,Proche,Éloigné,Éloigné,Très grandes,Très grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Assez grandes,Québec,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Ottawa,Jeunes,,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f accord,,Programmes sociaux,Programmes sociaux,T-à-f satisfait,,,Très important,Très important,Très important,Très important,Peu important,Très important,Assez important,Plus ou moins,En appeler peuple,S09,Oui,,Oui,,Province,Contre,PQ,,Oui,Oui,Non,Oui,Oui,Même parti,53.0,Collégial,Francais,Temps plein,Ouvrier spécialisé,30000-39999,Oui,Non,Non,Oui,Oui,Non,Oui,Non,Non,Oui,Non,Non,Une fois/sem,Beaucoup,Beaucoup,,Centristes,5.0,2240.0,1.0,2.389175257732053,Bas-St-Laurent,10076.0,1.0,0.0,80.0,01043209,2.0,1.0,G0J3H0,M,51.0,737.0,418.0,4974.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PQ,,,,FEMME,55-64,CEGEP,FRA,TPLEIN,ADMINIST,65000,418,,,,,,,,,,,,,,,,,,MIEUX,,,,,,,0.6644400098702433,Mieux,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQ,,Oui,Oui,Non,Oui,Oui,Même parti,46.0,Collégial,Francais,Temps plein,Administrateur,60000 et plus,,,,,,,,,,,,,,,,,Non-centristes,5.0,2240.0,2.0,1.7293103448270082,Bas-St-Laurent,10079.0,1.0,0.0,100.0,010571201011,4.0,2.0,G0L2Z0,F,52.0,249.0,418.0,2181.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,,,,,S05,AUTOC,CENTR,NON-SA,,,,,ND-SA,DD-IND,FEMME,55-64,SEC,FRA,TPLEIN,ADMINIST,15000,418,REL+,PROVINCE,QUEBECOIS,IDENT-,EST-,CG,MOND=,FRA++,COMP--,SPIR++,INUTILE,CHOM+,,,,,POL--,PIRE,PESS+,NEG+,,INT--,11.0,11.0,0.6644400098702433,Moins bien,Plutôt désaccord,T-à-f accord,T-à-f accord,,,Très souvent,Rarement,Rarement,Rarement,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,Jamais,AUCUN_______,,Non,Pas-du-tout,Pas-du-tout,Peu,Pas-du-tout,Pas-du-tout,Pas-du-tout,Pas-du-tout,Pas-du-tout,Jamais,Jamais,Jamais,Jamais,Jamais,Finir conversation,T-à-f accord,Province,Québécois,,,,,,,,,,,,,,,,,T-à-f accord,Plutôt désaccord,T-à-f accord,T-à-f désaccord,T-à-f accord,T-à-f désaccord,Plutôt désaccord,T-à-f désaccord,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f accord,Plutôt désaccord,T-à-f désaccord,Plutôt désaccord,Plutôt désaccord,Plutôt désaccord,,,,Assez important,Ne sert a rien,Beaucoup,Détériorée,Restée la même,Va se détériorer,Va rester la même,Non,Oui,Non,Oui,Non,Oui,Non,Non,,,,,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,P-d-t différences,,,,,,,,,,,,,Gouv. québécois,T-à-f accord,T-à-f désaccord,T-à-f désaccord,T-à-f accord,Très mauvaise,Programmes sociaux,Baisser impots,T-à-f insatisfait,Plus riches,,Très important,,,P-d-t important,P-d-t important,P-d-t important,P-d-t important,P-d-t suffisant,,S05,Non,,Nsp,Nsp,,,Annule,,,,,,,,49.0,Secondaire,Francais,Temps plein,Administrateur,"10000-19,999",Oui,Non,Non,Non,Non,Non,Non,Non,Non,Oui,Non,Non,Jamais,Beaucoup,Beaucoup,,Centristes,5.0,2240.0,1.0,1.7293103448270082,Bas-St-Laurent,10083.0,1.0,0.0,80.0,010431631011,1.0,0.0,G4W4K2,F,51.0,562.0,418.0,5701.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,OUI-4,4-OUI,NCENTRE,,,,,,,,PLQ,,,,FEMME,25-34,SEC,FRA,TPARTIEL,OUVRIER,5000,418,REL--,,,,,,,,,,,,,,,,,MIEUX,,,,,,,0.6644400098702433,Mieux,Plutôt désaccord,Plutôt accord,T-à-f accord,T-à-f accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLQ,,Non,Oui,Non,Oui,Oui,Change parti,25.0,Secondaire,Francais,Temps partiel,Ouvrier spécialisé,Moins de 10000$,,,,,,,,,,,,,Jamais,Peu,Peu,Non,Non-centristes,2.0,2240.0,1.0,1.7293103448270082,Bas-St-Laurent,10088.0,1.0,0.0,70.0,  0432131011,2.0,1.0,G0J2Z0,F,52.0,776.0,418.0,5928.0,Selected,PQ,Centre du Qc,Avant
OUI-1,OUI-2,OUI-3,NON-4,3-OUI,CENTRE,3-OUI,S05,AUTOC,CENTR,OUI-SA,NON-IND,PROV,PLQ,VNON,OO-SA,NO-IND,HOMME,18-24,CEGEP,FRA,TPLEIN,TECHNIC,25000,418,REL--,PROVINCE,QUEBECOIS,IDENT--,EST--,CD,MOND=,FRA++,COMP+,SPIR+,UTILE,CHOM=,PLQ+,PQ=,ADQ=,RAP=,POL+,MIEUX,PESS=,POS+,OTT++,INT-,12.0,12.0,0.9179749815163847,Mieux,T-à-f désaccord,T-à-f accord,T-à-f accord,T-à-f désaccord,Télévision,Assez souvent,Assez souvent,Rarement,Rarement,Assez souvent,Assez souvent,Assez souvent,Rarement,Rarement,Rarement,Assez souvent,Très souvent,Assez souvent,Assez souvent,Assez souvent,Assez souvent,Jamais,Jamais,Jamais,Jamais,Jamais,Assez souvent,"103,7_______",Autres FM,Oui,Beaucoup,Peu,Peu,Beaucoup,Beaucoup,Peu,Beaucoup,Peu,Rarement,Jamais,Assez souvent,Assez souvent,Rarement,Écouter opinion,Plutôt désaccord,Province,Québécois,,,,,,,,,,,,,,,,,Plutôt accord,T-à-f désaccord,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt accord,T-à-f accord,T-à-f accord,T-à-f accord,T-à-f désaccord,Plutôt accord,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f accord,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt accord,Plutôt désaccord,Plutôt désaccord,Assez bien,Peu important,Utile,Un peu,Restée la même,Restée la même,Va rester la même,Va rester la même,Oui,Oui,Non,Non,Oui,Non,Oui,Non,Proche,Plus ou moins,Plus ou moins,Plus ou moins,,,,,,,,,,Ottawa,Ottawa,Ottawa,Québec,Ottawa,Québec,Québec,Québec,Québec,Ottawa,Ottawa,Défavorisés,Gouv. québécois,T-à-f accord,T-à-f accord,Plutôt accord,T-à-f accord,Bonne,Rembourser dette,Programmes sociaux,Plutôt satisfait,Personne,Peu important,Assez important,Assez important,Assez important,Assez important,Assez important,Assez important,Peu important,Plus ou moins,En appeler peuple,S05,Oui,,Non,Oui,Province,Contre,PLQ,,Non,Oui,Non,Non,Oui,Change parti,24.0,Collégial,Francais,Temps plein,Technicien,20000-29999,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Non,Jamais,Assez,Peu,,Centristes,1.0,2240.0,1.0,2.389175257732053,Bas-St-Laurent,10089.0,1.0,0.0,80.0,01043151,2.0,1.0,G4W4J2,M,51.0,566.0,418.0,6455.0,Selected,PQ,Centre du Qc,Avant
