TYPEINCIDENT,DESCRIPTION,DATEINCIDENT,ANNEE,OBJECTID,DATETEXTE,x,y
8,Vol,10/3/2023 4:00:00 AM,2023,9602,2023-10-03,-8003439.0223,5684117.1807
8,Vol,6/13/2023 4:00:00 AM,2023,9603,2023-06-13,-8003266.4903,5683094.3261
5,Méfait,6/24/2024 4:00:00 AM,2024,9604,2024-06-24,-8002666.8952,5684650.2195
8,Vol,8/22/2023 4:00:00 AM,2023,9605,2023-08-22,-8002571.8871,5685093.6074
4,Introduction par effraction,10/10/2023 4:00:00 AM,2023,9606,2023-10-10,-8013339.4915,5684032.9103
8,Vol,10/14/2023 4:00:00 AM,2023,9607,2023-10-14,-8008916.617,5686881.6318
6,Menace ou acte de violence,8/19/2022 4:00:00 AM,2022,9608,2022-08-19,-8001681.5867,5684522.5708
6,Menace ou acte de violence,8/14/2024 4:00:00 AM,2024,9609,2024-08-14,-8002918.6067,5683118.9116
6,Menace ou acte de violence,8/23/2024 4:00:00 AM,2024,9610,2024-08-23,-8024553.9843,5681560.5679
8,Vol,3/17/2024 4:00:00 AM,2024,9611,2024-03-17,-8009523.1933,5684753.6388
3,Conduite avec capacités affaiblies,4/23/2023 4:00:00 AM,2023,9612,2023-04-23,-8009780.7616,5685253.8324
7,Voie de fait,8/26/2024 4:00:00 AM,2024,9613,2024-08-26,-7997871.8407,5684175.6548
5,Méfait,9/13/2023 4:00:00 AM,2023,9614,2023-09-13,-8002016.8105,5686079.0701
8,Vol,4/17/2024 4:00:00 AM,2024,9615,2024-04-17,-8011300.9168,5687995.9487
6,Menace ou acte de violence,2/8/2024 5:00:00 AM,2024,9616,2024-02-08,-8002934.0536,5683797.948
8,Vol,3/2/2024 5:00:00 AM,2024,9617,2024-03-02,-8002551.12,5679853.7252
7,Voie de fait,10/13/2024 4:00:00 AM,2024,9618,2024-10-13,-8004210.5269,5683179.1348
7,Voie de fait,10/23/2024 4:00:00 AM,2024,9619,2024-10-23,-7999601.4943,5688492.179
7,Voie de fait,10/31/2024 4:00:00 AM,2024,9620,2024-10-31,-7996124.4595,5685421.2815
4,Introduction par effraction,11/7/2022 5:00:00 AM,2022,9621,2022-11-07,-8014392.9618,5679576.3432
7,Voie de fait,2/27/2024 5:00:00 AM,2024,9622,2024-02-27,-8000563.4892,5686838.8918
7,Voie de fait,11/22/2022 5:00:00 AM,2022,9623,2022-11-22,-8002624.9205,5684228.0978
4,Introduction par effraction,12/19/2024 5:00:00 AM,2024,9624,2024-12-19,-7999315.1132,5687198.3436
4,Introduction par effraction,11/17/2024 5:00:00 AM,2024,9625,2024-11-17,-8001161.5724,5684879.6077
8,Vol,8/8/2023 4:00:00 AM,2023,9626,2023-08-08,-8014816.7893,5676825.0851
4,Introduction par effraction,4/22/2024 4:00:00 AM,2024,9627,2024-04-22,-7999135.3222,5682797.7169
5,Méfait,12/24/2023 5:00:00 AM,2023,9628,2023-12-24,-8002790.4809,5684594.7175
7,Voie de fait,11/11/2023 5:00:00 AM,2023,9629,2023-11-11,-7999792.7774,5687605.5094
5,Méfait,11/16/2024 5:00:00 AM,2024,9630,2024-11-16,-8002868.7622,5685117.6888
8,Vol,9/28/2024 4:00:00 AM,2024,9631,2024-09-28,-8015451.1822,5689209.0055
7,Voie de fait,7/23/2022 4:00:00 AM,2022,9632,2022-07-23,-8002476.0191,5684705.2357
8,Vol,3/4/2023 5:00:00 AM,2023,9633,2023-03-04,-8002571.8871,5685093.6074
6,Menace ou acte de violence,2/10/2022 5:00:00 AM,2022,9634,2022-02-10,-8009178.9257,5681967.7084
8,Vol,6/10/2024 4:00:00 AM,2024,9635,2024-06-10,-8001401.4299,5684353.3437
8,Vol,1/3/2023 5:00:00 AM,2023,9636,2023-01-03,-8000947.2783,5685990.4457
7,Voie de fait,1/8/2024 5:00:00 AM,2024,9637,2024-01-08,-8013713.4287,5679770.5634
7,Voie de fait,8/27/2024 4:00:00 AM,2024,9638,2024-08-27,-8000457.243,5679487.6186
8,Vol,2/28/2024 5:00:00 AM,2024,9639,2024-02-28,-8001957.5546,5682205.5721
5,Méfait,1/2/2023 5:00:00 AM,2023,9640,2023-01-02,-8001681.5867,5684522.5708
7,Voie de fait,2/28/2024 5:00:00 AM,2024,9641,2024-02-28,-8020128.3376,5683811.8849
4,Introduction par effraction,7/14/2024 4:00:00 AM,2024,9642,2024-07-14,-8000797.8975,5687659.7133
8,Vol,10/15/2024 4:00:00 AM,2024,9643,2024-10-15,-8006503.6883,5684549.538
7,Voie de fait,2/25/2024 5:00:00 AM,2024,9644,2024-02-25,-8005208.0627,5683070.3386
7,Voie de fait,10/13/2023 4:00:00 AM,2023,9645,2023-10-13,-8016666.1348,5671425.1619
8,Vol,8/28/2024 4:00:00 AM,2024,9646,2024-08-28,-8003038.3243,5683811.7704
4,Introduction par effraction,2/8/2022 5:00:00 AM,2022,9647,2022-02-08,-8014021.6572,5679327.3677
7,Voie de fait,10/29/2023 4:00:00 AM,2023,9648,2023-10-29,-8002468.0722,5680991.0866
7,Voie de fait,1/17/2024 5:00:00 AM,2024,9649,2024-01-17,-8017623.103,5670654.203
5,Méfait,6/26/2022 4:00:00 AM,2022,9650,2022-06-26,-8001532.5592,5686110.045
5,Méfait,3/26/2024 4:00:00 AM,2024,9651,2024-03-26,-8003439.0223,5684117.1807
6,Menace ou acte de violence,8/30/2024 4:00:00 AM,2024,9652,2024-08-30,-8003448.684,5683764.7441
8,Vol,5/29/2024 4:00:00 AM,2024,9653,2024-05-29,-8003941.834,5684490.5106
8,Vol,6/21/2023 4:00:00 AM,2023,9654,2023-06-21,-8003605.0109,5684706.0733
7,Voie de fait,4/13/2023 4:00:00 AM,2023,9655,2023-04-13,-8003944.1103,5683578.287
5,Méfait,7/24/2024 4:00:00 AM,2024,9656,2024-07-24,-8007586.5485,5686516.3137
8,Vol,7/23/2024 4:00:00 AM,2024,9657,2024-07-23,-8000356.7691,5689835.1256
8,Vol,2/22/2024 5:00:00 AM,2024,9658,2024-02-22,-8013878.0184,5679994.1468
8,Vol,10/17/2024 4:00:00 AM,2024,9659,2024-10-17,-8002476.0191,5684705.2357
4,Introduction par effraction,5/10/2022 4:00:00 AM,2022,9660,2022-05-10,-8002211.905,5685345.9839
8,Vol,7/15/2024 4:00:00 AM,2024,9661,2024-07-15,-8008973.8227,5696101.7153
8,Vol,2/24/2023 5:00:00 AM,2023,9662,2023-02-24,-8011897.7418,5682410.9026
8,Vol,9/14/2023 4:00:00 AM,2023,9663,2023-09-14,-8000603.1038,5685989.2019
6,Menace ou acte de violence,2/6/2022 5:00:00 AM,2022,9664,2022-02-06,-8007440.5254,5686782.9091
5,Méfait,9/22/2024 4:00:00 AM,2024,9665,2024-09-22,-8000848.0363,5686510.1053
7,Voie de fait,5/29/2022 4:00:00 AM,2022,9666,2022-05-29,-8003686.5165,5679580.316
8,Vol,12/20/2023 5:00:00 AM,2023,9667,2023-12-20,-8002476.0191,5684705.2357
3,Conduite avec capacités affaiblies,4/14/2023 4:00:00 AM,2023,9668,2023-04-14,-8012776.8134,5681122.57329999
3,Conduite avec capacités affaiblies,10/31/2022 4:00:00 AM,2022,9669,2022-10-31,-8005807.3105,5684496.7171
7,Voie de fait,5/8/2022 4:00:00 AM,2022,9670,2022-05-08,-8009523.1933,5684753.6388
8,Vol,4/23/2023 4:00:00 AM,2023,9671,2023-04-23,-8000530.7971,5686672.4955
3,Conduite avec capacités affaiblies,10/4/2024 4:00:00 AM,2024,9672,2024-10-04,-8003000.7388,5682605.426
8,Vol,7/29/2022 4:00:00 AM,2022,9673,2022-07-29,-8000581.6593,5687908.8789
5,Méfait,4/12/2023 4:00:00 AM,2023,9674,2023-04-12,-7998966.5503,5686908.3679
5,Méfait,3/24/2023 4:00:00 AM,2023,9675,2023-03-24,-8002016.8105,5686079.0701
4,Introduction par effraction,6/23/2022 4:00:00 AM,2022,9676,2022-06-23,-8000777.0748,5683423.9763
7,Voie de fait,10/1/2023 4:00:00 AM,2023,9677,2023-10-01,-8003179.7228,5684326.8918
4,Introduction par effraction,4/9/2024 4:00:00 AM,2024,9678,2024-04-09,-8001177.6919,5685992.2022
6,Menace ou acte de violence,4/8/2024 4:00:00 AM,2024,9679,2024-04-08,-8002502.9205,5683748.0429
8,Vol,9/11/2022 4:00:00 AM,2022,9680,2022-09-11,-8003266.4903,5683094.3261
8,Vol,9/10/2023 4:00:00 AM,2023,9681,2023-09-10,-7997737.6688,5681179.4344
6,Menace ou acte de violence,10/31/2022 4:00:00 AM,2022,9682,2022-10-31,-8014710.4323,5680193.7388
7,Voie de fait,3/20/2023 4:00:00 AM,2023,9683,2023-03-20,-8002793.3335,5684935.1936
8,Vol,2/2/2023 5:00:00 AM,2023,9684,2023-02-02,-7997833.0767,5686954.5493
8,Vol,2/2/2023 5:00:00 AM,2023,9685,2023-02-02,-8010089.9448,5684720.5403
8,Vol,7/25/2022 4:00:00 AM,2022,9686,2022-07-25,-8003356.0144,5686546.7146
8,Vol,2/21/2023 5:00:00 AM,2023,9687,2023-02-21,-8002551.12,5679853.7252
8,Vol,10/8/2024 4:00:00 AM,2024,9688,2024-10-08,-8009274.3291,5684197.4814
8,Vol,7/26/2022 4:00:00 AM,2022,9689,2022-07-26,-8003356.0144,5686546.7146
8,Vol,8/7/2023 4:00:00 AM,2023,9690,2023-08-07,-8007247.9258,5684743.1554
8,Vol,2/7/2023 5:00:00 AM,2023,9691,2023-02-07,-8000698.2257,5684891.8249
6,Menace ou acte de violence,10/5/2022 4:00:00 AM,2022,9692,2022-10-05,-8002790.4809,5684594.7175
8,Vol,7/14/2024 4:00:00 AM,2024,9693,2024-07-14,-8002836.413,5683546.8387
5,Méfait,7/27/2024 4:00:00 AM,2024,9694,2024-07-27,-8001088.2096,5679237.2932
3,Conduite avec capacités affaiblies,6/27/2022 4:00:00 AM,2022,9695,2022-06-27,-8002918.0978,5684074.7257
8,Vol,5/25/2022 4:00:00 AM,2022,9696,2022-05-25,-8009523.1933,5684753.6388
8,Vol,8/2/2023 4:00:00 AM,2023,9697,2023-08-02,-8002476.0191,5684705.2357
7,Voie de fait,1/25/2023 5:00:00 AM,2023,9698,2023-01-25,-8002388.6146,5682142.5069
7,Voie de fait,9/8/2022 4:00:00 AM,2022,9699,2022-09-08,-8002928.8098,5681156.1006
6,Menace ou acte de violence,8/12/2023 4:00:00 AM,2023,9700,2023-08-12,-8019065.6355,5675970.6455
7,Voie de fait,4/3/2024 4:00:00 AM,2024,9701,2024-04-03,-8002801.2807,5685146.8464
8,Vol,6/5/2024 4:00:00 AM,2024,9702,2024-06-05,-8000603.1038,5685989.2019
8,Vol,7/11/2024 4:00:00 AM,2024,9703,2024-07-11,-8000821.5691,5683866.8487
8,Vol,9/14/2024 4:00:00 AM,2024,9704,2024-09-14,-8009523.1933,5684753.6388
6,Menace ou acte de violence,10/20/2022 4:00:00 AM,2022,9705,2022-10-20,-8001681.5867,5684522.5708
3,Conduite avec capacités affaiblies,11/19/2023 5:00:00 AM,2023,9706,2023-11-19,-8014405.0436,5679597.7187
8,Vol,4/30/2024 4:00:00 AM,2024,9707,2024-04-30,-7999197.042,5680086.1733
7,Voie de fait,11/15/2022 5:00:00 AM,2022,9708,2022-11-15,-8004026.6673,5682561.9752
7,Voie de fait,2/3/2024 5:00:00 AM,2024,9709,2024-02-03,-8013713.4287,5679770.5634
6,Menace ou acte de violence,6/2/2022 4:00:00 AM,2022,9710,2022-06-02,-8002770.7071,5682620.8264
7,Voie de fait,8/19/2023 4:00:00 AM,2023,9711,2023-08-19,-8008563.0789,5696674.2293
6,Menace ou acte de violence,1/24/2023 5:00:00 AM,2023,9712,2023-01-24,-8008975.2922,5696476.8037
6,Menace ou acte de violence,9/25/2023 4:00:00 AM,2023,9713,2023-09-25,-8000530.7971,5686672.4955
6,Menace ou acte de violence,3/6/2023 5:00:00 AM,2023,9714,2023-03-06,-8003911.4668,5681428.6301
6,Menace ou acte de violence,8/29/2024 4:00:00 AM,2024,9715,2024-08-29,-8008916.4704,5686525.256
8,Vol,9/25/2023 4:00:00 AM,2023,9716,2023-09-25,-8002476.0191,5684705.2357
7,Voie de fait,3/27/2022 4:00:00 AM,2022,9717,2022-03-27,-8002398.9174,5683735.5769
8,Vol,2/16/2024 5:00:00 AM,2024,9718,2024-02-16,-8009523.1933,5684753.6388
8,Vol,8/30/2023 4:00:00 AM,2023,9719,2023-08-30,-8005809.7668,5686490.8272
4,Introduction par effraction,1/22/2022 5:00:00 AM,2022,9720,2022-01-22,-8002852.8438,5682107.3703
8,Vol,10/13/2022 4:00:00 AM,2022,9721,2022-10-13,-8000567.6448,5691780.1594
8,Vol,6/10/2024 4:00:00 AM,2024,9722,2024-06-10,-8002038.197,5684671.9272
8,Vol,11/28/2023 5:00:00 AM,2023,9723,2023-11-28,-8004882.0843,5684512.5563
8,Vol,4/11/2023 4:00:00 AM,2023,9724,2023-04-11,-8008408.8668,5696476.491
7,Voie de fait,12/28/2022 5:00:00 AM,2022,9725,2022-12-28,-8000311.1642,5684590.1794
4,Introduction par effraction,6/7/2023 4:00:00 AM,2023,9726,2023-06-07,-8003038.3243,5683811.7704
8,Vol,7/30/2024 4:00:00 AM,2024,9727,2024-07-30,-8012277.2106,5681317.1694
5,Méfait,9/8/2022 4:00:00 AM,2022,9728,2022-09-08,-8001681.5867,5684522.5708
6,Menace ou acte de violence,11/4/2022 4:00:00 AM,2022,9729,2022-11-04,-8001681.5867,5684522.5708
5,Méfait,6/16/2022 4:00:00 AM,2022,9730,2022-06-16,-8000598.1057,5686951.0321
5,Méfait,11/18/2024 5:00:00 AM,2024,9731,2024-11-18,-8000563.4892,5686838.8918
6,Menace ou acte de violence,9/30/2024 4:00:00 AM,2024,9732,2024-09-30,-8007400.1294,5682662.051
6,Menace ou acte de violence,12/15/2024 5:00:00 AM,2024,9733,2024-12-15,-8001739.7103,5685925.4668
4,Introduction par effraction,9/4/2022 4:00:00 AM,2022,9734,2022-09-04,-8011671.6064,5681780.3771
7,Voie de fait,9/19/2024 4:00:00 AM,2024,9735,2024-09-19,-8009879.9984,5681353.8131
7,Voie de fait,4/18/2022 4:00:00 AM,2022,9736,2022-04-18,-8006509.9148,5684660.7043
7,Voie de fait,12/15/2024 5:00:00 AM,2024,9737,2024-12-15,-8002133.9038,5685191.4187
8,Vol,12/19/2024 5:00:00 AM,2024,9738,2024-12-19,-8000603.1038,5685989.2019
7,Voie de fait,7/23/2024 4:00:00 AM,2024,9739,2024-07-23,-8000317.2043,5689215.3107
7,Voie de fait,5/14/2023 4:00:00 AM,2023,9740,2023-05-14,-7998284.6407,5687071.1315
6,Menace ou acte de violence,2/4/2024 5:00:00 AM,2024,9741,2024-02-04,-7998485.7093,5687356.4982
7,Voie de fait,5/17/2023 4:00:00 AM,2023,9742,2023-05-17,-7998792.4761,5681566.4436
8,Vol,2/11/2024 5:00:00 AM,2024,9743,2024-02-11,-8000703.8081,5685304.047
8,Vol,3/14/2024 4:00:00 AM,2024,9744,2024-03-14,-8009523.1933,5684753.6388
8,Vol,6/9/2024 4:00:00 AM,2024,9745,2024-06-09,-8000603.1038,5685989.2019
7,Voie de fait,1/13/2022 5:00:00 AM,2022,9746,2022-01-13,-8000821.8008,5685302.0279
8,Vol,11/20/2024 5:00:00 AM,2024,9747,2024-11-20,-8009523.1933,5684753.6388
6,Menace ou acte de violence,9/30/2024 4:00:00 AM,2024,9748,2024-09-30,-8001987.0841,5684925.3273
6,Menace ou acte de violence,1/31/2023 5:00:00 AM,2023,9749,2023-01-31,-8001107.5542,5684880.5343
8,Vol,8/11/2022 4:00:00 AM,2022,9750,2022-08-11,-7999934.8031,5685994.8944
6,Menace ou acte de violence,8/11/2024 4:00:00 AM,2024,9751,2024-08-11,-8008394.6305,5684393.9926
7,Voie de fait,7/6/2024 4:00:00 AM,2024,9752,2024-07-06,-7999328.9584,5680296.3571
6,Menace ou acte de violence,9/30/2024 4:00:00 AM,2024,9753,2024-09-30,-8003179.069,5681324.4445
6,Menace ou acte de violence,5/25/2022 4:00:00 AM,2022,9754,2022-05-25,-8000947.2783,5685990.4457
8,Vol,4/27/2023 4:00:00 AM,2023,9755,2023-04-27,-8003891.9813,5684484.6479
8,Vol,7/17/2023 4:00:00 AM,2023,9756,2023-07-17,-8009523.1933,5684753.6388
7,Voie de fait,7/17/2024 4:00:00 AM,2024,9757,2024-07-17,-8014978.4106,5684813.4243
8,Vol,1/20/2024 5:00:00 AM,2024,9758,2024-01-20,-8001987.0841,5684925.3273
7,Voie de fait,5/25/2024 4:00:00 AM,2024,9759,2024-05-25,-8009523.1933,5684753.6388
5,Méfait,10/22/2024 4:00:00 AM,2024,9760,2024-10-22,-8003066.6234,5684364.5215
7,Voie de fait,8/23/2022 4:00:00 AM,2022,9761,2022-08-23,-8003038.3243,5683811.7704
7,Voie de fait,11/21/2024 5:00:00 AM,2024,9762,2024-11-21,-8000317.2043,5689215.3107
4,Introduction par effraction,12/19/2023 5:00:00 AM,2023,9763,2023-12-19,-8002934.0536,5683797.948
8,Vol,9/18/2024 4:00:00 AM,2024,9764,2024-09-18,-8003000.187,5685397.0229
5,Méfait,10/7/2024 4:00:00 AM,2024,9765,2024-10-07,-8001189.6951,5686943.7644
8,Vol,5/31/2022 4:00:00 AM,2022,9766,2022-05-31,-7998625.3976,5679350.0375
8,Vol,10/15/2023 4:00:00 AM,2023,9767,2023-10-15,-8003062.2043,5683531.5087
8,Vol,9/20/2022 4:00:00 AM,2022,9768,2022-09-20,-8002683.2403,5684684.1994
4,Introduction par effraction,12/18/2024 5:00:00 AM,2024,9769,2024-12-18,-8002850.8975,5684140.0143
4,Introduction par effraction,9/19/2024 4:00:00 AM,2024,9770,2024-09-19,-8001349.3336,5686616.5431
7,Voie de fait,11/9/2024 5:00:00 AM,2024,9771,2024-11-09,-8002211.905,5685345.9839
8,Vol,7/10/2023 4:00:00 AM,2023,9772,2023-07-10,-8009524.9601,5685674.7512
8,Vol,7/26/2023 4:00:00 AM,2023,9773,2023-07-26,-8000356.7691,5689835.1256
8,Vol,8/8/2024 4:00:00 AM,2024,9774,2024-08-08,-8002476.0191,5684705.2357
5,Méfait,6/10/2024 4:00:00 AM,2024,9775,2024-06-10,-7999591.518,5688159.816
7,Voie de fait,7/12/2022 4:00:00 AM,2022,9776,2022-07-12,-7999318.6318,5687488.5648
6,Menace ou acte de violence,8/8/2022 4:00:00 AM,2022,9777,2022-08-08,-8003702.0076,5682958.3685
6,Menace ou acte de violence,11/4/2024 5:00:00 AM,2024,9778,2024-11-04,-8014410.0609,5692429.0105
3,Conduite avec capacités affaiblies,2/10/2022 5:00:00 AM,2022,9779,2022-02-10,-8000935.5529,5685301.5066
7,Voie de fait,6/15/2023 4:00:00 AM,2023,9780,2023-06-15,-7997871.8407,5684175.6548
6,Menace ou acte de violence,10/21/2024 4:00:00 AM,2024,9781,2024-10-21,-8001025.1455,5687640.1217
5,Méfait,8/20/2024 4:00:00 AM,2024,9782,2024-08-20,-8000523.7648,5687554.1634
8,Vol,4/3/2024 4:00:00 AM,2024,9783,2024-04-03,-7999583.9878,5683745.2951
7,Voie de fait,8/17/2024 4:00:00 AM,2024,9784,2024-08-17,-7999328.9584,5680296.3571
4,Introduction par effraction,10/1/2022 4:00:00 AM,2022,9785,2022-10-01,-8014875.9118,5682873.5994
8,Vol,6/22/2024 4:00:00 AM,2024,9786,2024-06-22,-8000772.3021,5688601.107
7,Voie de fait,1/16/2024 5:00:00 AM,2024,9787,2024-01-16,-8003207.1883,5684651.3231
8,Vol,6/10/2024 4:00:00 AM,2024,9788,2024-06-10,-8001974.5153,5685234.4778
8,Vol,4/25/2022 4:00:00 AM,2022,9789,2022-04-25,-8009127.6392,5685294.3702
7,Voie de fait,4/26/2023 4:00:00 AM,2023,9790,2023-04-26,-8002398.9174,5683735.5769
8,Vol,4/21/2024 4:00:00 AM,2024,9791,2024-04-21,-8000581.6593,5687908.8789
8,Vol,10/30/2023 4:00:00 AM,2023,9792,2023-10-30,-8016273.3461,5684897.604
7,Voie de fait,7/6/2022 4:00:00 AM,2022,9793,2022-07-06,-8000947.2783,5685990.4457
7,Voie de fait,4/5/2022 4:00:00 AM,2022,9794,2022-04-05,-8012293.0177,5682529.8687
6,Menace ou acte de violence,4/1/2022 4:00:00 AM,2022,9795,2022-04-01,-8003439.0223,5684117.1807
7,Voie de fait,8/28/2023 4:00:00 AM,2023,9796,2023-08-28,-8003930.8693,5679472.2711
8,Vol,5/15/2024 4:00:00 AM,2024,9797,2024-05-15,-8009523.1933,5684753.6388
8,Vol,7/13/2024 4:00:00 AM,2024,9798,2024-07-13,-8000796.9767,5682783.1013
7,Voie de fait,11/1/2023 4:00:00 AM,2023,9799,2023-11-01,-7996097.7688,5684843.7505
7,Voie de fait,9/13/2024 4:00:00 AM,2024,9800,2024-09-13,-8001401.4299,5684353.3437
7,Voie de fait,6/29/2024 4:00:00 AM,2024,9801,2024-06-29,-8000436.1379,5682679.4855
7,Voie de fait,1/12/2022 5:00:00 AM,2022,9802,2022-01-12,-8003641.2965,5680355.2553
8,Vol,3/18/2023 4:00:00 AM,2023,9803,2023-03-18,-8009523.1933,5684753.6388
7,Voie de fait,3/20/2022 4:00:00 AM,2022,9804,2022-03-20,-8013204.96,5682813.18419999
8,Vol,11/15/2022 5:00:00 AM,2022,9805,2022-11-15,-8002476.0191,5684705.2357
7,Voie de fait,12/18/2023 5:00:00 AM,2023,9806,2023-12-18,-8002211.905,5685345.9839
8,Vol,11/29/2023 5:00:00 AM,2023,9807,2023-11-29,-8001532.5592,5686110.045
6,Menace ou acte de violence,2/8/2024 5:00:00 AM,2024,9808,2024-02-08,-8007997.2124,5682662.7833
6,Menace ou acte de violence,9/4/2022 4:00:00 AM,2022,9809,2022-09-04,-7999792.7774,5687605.5094
8,Vol,6/15/2023 4:00:00 AM,2023,9810,2023-06-15,-8000797.8975,5687659.7133
6,Menace ou acte de violence,8/18/2023 4:00:00 AM,2023,9811,2023-08-18,-7999032.7224,5678718.2129
6,Menace ou acte de violence,11/29/2024 5:00:00 AM,2024,9812,2024-11-29,-8003603.5671,5682028.5624
8,Vol,5/2/2022 4:00:00 AM,2022,9813,2022-05-02,-8009780.7616,5685253.8324
4,Introduction par effraction,1/11/2024 5:00:00 AM,2024,9814,2024-01-11,-8009433.6396,5684438.5476
8,Vol,7/14/2023 4:00:00 AM,2023,9815,2023-07-14,-8003723.1925,5684099.1648
5,Méfait,8/20/2024 4:00:00 AM,2024,9816,2024-08-20,-8000523.7648,5687554.1634
7,Voie de fait,8/13/2024 4:00:00 AM,2024,9817,2024-08-13,-8003448.6579,5681543.658
8,Vol,11/14/2022 5:00:00 AM,2022,9818,2022-11-14,-8002283.3326,5685296.0211
8,Vol,12/5/2022 5:00:00 AM,2022,9819,2022-12-05,-8003439.0223,5684117.1807
5,Méfait,5/10/2024 4:00:00 AM,2024,9820,2024-05-10,-8000360.3272,5685307.4513
7,Voie de fait,9/30/2024 4:00:00 AM,2024,9821,2024-09-30,-8014248.7028,5680709.8601
5,Méfait,5/12/2024 4:00:00 AM,2024,9822,2024-05-12,-8003563.4719,5681607.2617
6,Menace ou acte de violence,11/19/2022 5:00:00 AM,2022,9823,2022-11-19,-8002388.6146,5682142.5069
7,Voie de fait,6/2/2024 4:00:00 AM,2024,9824,2024-06-02,-8009178.9257,5681967.7084
8,Vol,2/28/2022 5:00:00 AM,2022,9825,2022-02-28,-8003296.1955,5684978.265
6,Menace ou acte de violence,3/13/2023 4:00:00 AM,2023,9826,2023-03-13,-8003524.6978,5685941.5291
8,Vol,6/7/2022 4:00:00 AM,2022,9827,2022-06-07,-8011300.9168,5687995.9487
6,Menace ou acte de violence,1/8/2024 5:00:00 AM,2024,9828,2024-01-08,-8008550.8227,5687104.259
5,Méfait,7/15/2024 4:00:00 AM,2024,9829,2024-07-15,-8001401.4299,5684353.3437
7,Voie de fait,12/13/2023 5:00:00 AM,2023,9830,2023-12-13,-8003062.2043,5683531.5087
7,Voie de fait,7/21/2023 4:00:00 AM,2023,9831,2023-07-21,-8003207.1883,5684651.3231
7,Voie de fait,5/3/2022 4:00:00 AM,2022,9832,2022-05-03,-8002666.8952,5684650.2195
7,Voie de fait,10/12/2022 4:00:00 AM,2022,9833,2022-10-12,-8002571.8871,5685093.6074
7,Voie de fait,4/28/2024 4:00:00 AM,2024,9834,2024-04-28,-8014940.4338,5679631.2783
8,Vol,11/10/2023 5:00:00 AM,2023,9835,2023-11-10,-8000603.1038,5685989.2019
5,Méfait,5/10/2024 4:00:00 AM,2024,9836,2024-05-10,-8005330.639,5687717.9624
6,Menace ou acte de violence,1/8/2023 5:00:00 AM,2023,9837,2023-01-08,-7999424.0732,5679401.1076
8,Vol,8/20/2024 4:00:00 AM,2024,9838,2024-08-20,-8000317.2208,5678939.6574
8,Vol,11/11/2024 5:00:00 AM,2024,9839,2024-11-11,-8001292.6598,5684395.1563
7,Voie de fait,6/25/2024 4:00:00 AM,2024,9840,2024-06-25,-8003190.0634,5681879.027
4,Introduction par effraction,10/21/2024 4:00:00 AM,2024,9841,2024-10-21,-8020214.7706,5673460.6124
8,Vol,12/30/2024 5:00:00 AM,2024,9842,2024-12-30,-8002705.9632,5683880.9409
7,Voie de fait,2/27/2023 5:00:00 AM,2023,9843,2023-02-27,-7998512.702,5686335.7522
8,Vol,11/10/2023 5:00:00 AM,2023,9844,2023-11-10,-8013713.4287,5679770.5634
5,Méfait,11/19/2024 5:00:00 AM,2024,9845,2024-11-19,-8002133.9038,5685191.4187
8,Vol,11/19/2022 5:00:00 AM,2022,9846,2022-11-19,-8004014.2742,5682192.6972
4,Introduction par effraction,7/14/2024 4:00:00 AM,2024,9847,2024-07-14,-8003038.3243,5683811.7704
8,Vol,11/7/2024 5:00:00 AM,2024,9848,2024-11-07,-8003177.5077,5685104.4514
8,Vol,5/8/2024 4:00:00 AM,2024,9849,2024-05-08,-8002937.0022,5680931.012
6,Menace ou acte de violence,9/12/2024 4:00:00 AM,2024,9850,2024-09-12,-8001081.0416,5678988.6378
7,Voie de fait,11/8/2024 5:00:00 AM,2024,9851,2024-11-08,-8012519.9644,5680213.2383
7,Voie de fait,2/27/2024 5:00:00 AM,2024,9852,2024-02-27,-8010089.9448,5684720.5403
7,Voie de fait,4/9/2024 4:00:00 AM,2024,9853,2024-04-09,-8014101.3085,5680265.2485
8,Vol,3/9/2023 5:00:00 AM,2023,9854,2023-03-09,-8002674.634,5680342.1023
8,Vol,3/23/2023 4:00:00 AM,2023,9855,2023-03-23,-8011300.9168,5687995.9487
8,Vol,4/25/2022 4:00:00 AM,2022,9856,2022-04-25,-8002476.0191,5684705.2357
8,Vol,4/12/2023 4:00:00 AM,2023,9857,2023-04-12,-8010316.3654,5685201.4886
6,Menace ou acte de violence,4/1/2022 4:00:00 AM,2022,9858,2022-04-01,-7997871.8407,5684175.6548
5,Méfait,3/12/2023 5:00:00 AM,2023,9859,2023-03-12,-8002683.2403,5684684.1994
8,Vol,8/24/2022 4:00:00 AM,2022,9860,2022-08-24,-8002476.0191,5684705.2357
8,Vol,12/29/2024 5:00:00 AM,2024,9861,2024-12-29,-8001647.7732,5685993.1474
6,Menace ou acte de violence,9/13/2022 4:00:00 AM,2022,9862,2022-09-13,-8003723.3353,5684928.0241
8,Vol,4/4/2022 4:00:00 AM,2022,9863,2022-04-04,-8009524.9601,5685674.7512
6,Menace ou acte de violence,9/22/2022 4:00:00 AM,2022,9864,2022-09-22,-7995332.6111,5685201.6982
6,Menace ou acte de violence,9/4/2022 4:00:00 AM,2022,9865,2022-09-04,-8002398.9174,5683735.5769
8,Vol,11/16/2023 5:00:00 AM,2023,9866,2023-11-16,-8011300.9168,5687995.9487
